ticket_id,account_id,created_at,status,priority,closed_at
2518,98,2025-11-30,solved,medium,2025-12-10
2519,87,2026-02-23,closed,high,2026-03-01
2520,106,2026-02-28,solved,low,2026-03-10
2521,100,2025-10-31,solved,medium,2025-11-03
2522,66,2026-03-08,pending,low,
2523,73,2025-12-27,solved,low,2026-01-06
2524,25,2025-09-20,solved,medium,2025-09-29
2525,4,2025-10-10,solved,low,2025-10-17
2526,28,2026-03-06,pending,medium,
2527,118,2025-11-05,closed,low,2025-11-13
2528,108,2025-11-10,solved,high,2025-11-11
2529,32,2025-10-25,solved,high,2025-10-27
2530,27,2025-10-19,solved,medium,2025-10-26
2531,85,2025-12-03,solved,urgent,2025-12-03
2532,6,2025-12-22,closed,medium,2025-12-27
2533,91,2026-03-07,pending,low,
2534,14,2026-03-05,pending,medium,
2535,118,2025-10-12,closed,medium,2025-10-17
2536,22,2026-02-16,solved,urgent,2026-02-19
2537,34,2025-12-02,solved,medium,2025-12-10
2538,67,2025-12-18,solved,medium,2025-12-25
2539,21,2026-01-02,solved,urgent,2026-01-08
2540,65,2025-09-27,solved,urgent,2025-10-02
2541,92,2025-11-02,solved,medium,2025-11-10
2542,67,2025-12-23,solved,medium,2025-12-26
2543,97,2025-12-16,solved,high,2025-12-18
2544,46,2026-01-12,solved,high,2026-01-17
2545,18,2025-12-08,solved,low,2025-12-20
2546,117,2026-01-21,solved,low,2026-01-29
2547,29,2025-12-08,solved,medium,2025-12-12
2548,16,2025-10-02,open,high,
2549,8,2026-01-27,closed,medium,2026-02-02
2550,42,2026-02-24,pending,low,
2551,82,2025-10-13,closed,medium,2025-10-18
2552,56,2026-01-08,solved,high,2026-01-14
2553,87,2026-03-05,open,medium,
2554,58,2026-01-24,solved,medium,2026-01-30
2555,93,2025-10-21,solved,low,2025-10-27
2556,103,2025-12-08,solved,medium,2025-12-17
2557,108,2025-10-01,solved,low,2025-10-15
2558,53,2026-01-21,pending,high,
2559,70,2025-12-19,pending,low,
2560,113,2025-10-06,closed,high,2025-10-11
2561,49,2025-10-20,solved,medium,2025-10-29
2562,99,2026-02-02,solved,low,2026-02-09
2563,19,2026-02-17,solved,medium,2026-02-23
2564,18,2025-10-27,closed,low,2025-11-06
2565,73,2025-09-26,solved,low,2025-10-07
2566,4,2025-12-19,solved,high,2025-12-22
2567,106,2026-03-12,open,urgent,
2568,40,2025-10-23,closed,low,2025-11-03
2569,84,2025-10-29,solved,high,2025-11-01
2570,3,2026-02-07,solved,low,2026-02-18
2571,41,2025-10-01,solved,high,2025-10-05
2572,36,2025-11-01,solved,medium,2025-11-07
2573,108,2025-12-12,solved,medium,2025-12-18
2574,15,2025-12-26,closed,low,2026-01-05
2575,28,2025-11-17,pending,low,
2576,5,2025-09-17,closed,low,2025-09-24
2577,120,2025-09-28,closed,medium,2025-10-04
2578,95,2026-02-18,closed,medium,2026-02-25
2579,10,2026-02-22,open,low,
2580,41,2026-03-07,open,low,
2581,49,2025-10-14,closed,medium,2025-10-18
2582,51,2025-12-19,solved,high,2025-12-21
2583,92,2025-10-30,open,urgent,
2584,5,2025-11-17,solved,medium,2025-11-23
2585,31,2026-01-08,closed,low,2026-01-16
2586,105,2025-12-19,solved,medium,2025-12-26
2587,24,2026-02-18,solved,medium,2026-02-25
2588,76,2025-11-23,open,high,
2589,2,2025-12-21,closed,medium,2025-12-29
2590,15,2026-01-05,solved,medium,2026-01-09
2591,31,2026-01-08,closed,high,2026-01-12
2592,4,2026-01-23,pending,high,
2593,99,2025-11-14,open,urgent,
2594,53,2025-11-30,pending,medium,
2595,7,2025-10-04,solved,low,2025-10-13
2596,28,2026-01-07,solved,low,2026-01-14
2597,119,2025-10-31,closed,medium,2025-11-08
2598,3,2026-02-25,solved,medium,2026-03-04
2599,100,2025-10-16,open,low,
2600,94,2026-02-18,closed,high,2026-02-18
2601,50,2026-02-15,solved,high,2026-02-18
2602,71,2026-02-04,solved,low,2026-02-15
2603,28,2025-10-25,closed,medium,2025-10-28
2604,112,2026-02-20,pending,low,
2605,73,2025-10-14,pending,urgent,
2606,57,2026-01-25,closed,low,2026-02-03
2607,47,2025-10-23,pending,medium,
2608,48,2025-09-14,pending,urgent,
2609,14,2026-02-21,closed,medium,2026-03-02
2610,70,2025-12-26,open,low,
2611,92,2026-01-22,closed,medium,2026-01-30
2612,50,2026-02-27,open,low,
2613,119,2025-12-26,closed,low,2026-01-07
2614,24,2025-11-04,open,high,
2615,8,2026-02-18,open,high,
2616,67,2025-11-01,solved,medium,2025-11-07
2617,108,2025-10-04,pending,low,
2618,2,2026-01-26,pending,high,
2619,119,2025-12-03,closed,low,2025-12-16
2620,12,2026-02-09,solved,medium,2026-02-15
2621,43,2025-12-04,solved,low,2025-12-18
2622,56,2025-11-27,pending,low,
2623,18,2025-12-20,pending,low,
2624,115,2026-02-17,closed,medium,2026-02-21
2625,69,2025-09-25,solved,medium,2025-10-04
2626,34,2025-10-19,closed,medium,2025-10-26
2627,82,2025-12-21,open,medium,
2628,113,2025-12-20,open,medium,
2629,102,2026-02-25,closed,low,2026-03-08
2630,76,2026-02-04,closed,low,2026-02-12
2631,111,2025-11-11,solved,medium,2025-11-19
2632,27,2026-02-03,solved,medium,2026-02-07
2633,30,2025-10-01,solved,medium,2025-10-08
2634,52,2025-10-20,open,low,
2635,48,2026-01-14,solved,high,2026-01-18
2636,119,2025-11-18,solved,high,2025-11-21
2637,97,2025-11-19,solved,low,2025-11-28
2638,53,2025-11-30,solved,high,2025-12-01
2639,101,2025-11-17,closed,low,2025-11-28
2640,101,2025-11-28,closed,low,2025-12-08
2641,64,2025-09-18,solved,medium,2025-09-23
2642,107,2025-12-27,solved,high,2026-01-01
2643,55,2026-03-05,solved,high,2026-03-10
2644,41,2026-01-08,solved,high,2026-01-10
2645,107,2026-02-03,closed,medium,2026-02-11
2646,70,2026-03-01,closed,medium,2026-03-08
2647,94,2025-11-26,closed,medium,2025-12-03
2648,58,2025-12-19,solved,medium,2025-12-26
2649,39,2025-09-18,solved,medium,2025-09-25
2650,28,2026-02-18,pending,low,
2651,75,2025-10-27,closed,medium,2025-11-03
2652,109,2025-11-23,closed,low,2025-12-04
2653,15,2026-02-26,solved,low,2026-03-07
2654,38,2026-02-25,solved,low,2026-03-11
2655,111,2025-09-25,solved,medium,2025-09-29
2656,23,2025-09-13,pending,high,
2657,112,2025-10-19,open,urgent,
2658,42,2026-03-05,pending,low,
2659,52,2026-02-07,closed,low,2026-02-20
2660,40,2026-03-12,pending,medium,
2661,13,2026-01-30,pending,low,
2662,118,2026-01-11,pending,medium,
2663,72,2025-12-09,open,low,
2664,74,2025-11-26,solved,medium,2025-12-04
2665,14,2026-01-18,closed,medium,2026-01-25
2666,92,2026-03-12,pending,medium,
2667,120,2025-12-15,solved,high,2025-12-19
2668,22,2025-11-16,open,medium,
2669,81,2025-11-18,closed,medium,2025-11-25
2670,106,2026-02-11,pending,low,
2671,118,2025-10-10,open,high,
2672,24,2025-12-01,closed,low,2025-12-12
2673,59,2025-12-06,solved,high,2025-12-09
2674,26,2025-11-07,closed,low,2025-11-12
2675,117,2025-12-28,closed,high,2025-12-29
2676,15,2025-12-08,closed,low,2025-12-17
2677,59,2026-02-05,solved,medium,2026-02-10
2678,84,2025-12-23,open,medium,
2679,29,2025-11-24,solved,low,2025-12-05
2680,14,2026-02-19,solved,low,2026-02-28
2681,42,2026-02-14,solved,medium,2026-02-18
2682,39,2025-09-24,pending,low,
2683,65,2026-02-14,solved,medium,2026-02-24
2684,106,2025-12-20,solved,medium,2025-12-26
2685,106,2025-11-20,solved,high,2025-11-21
2686,98,2025-12-21,solved,low,2025-12-30
2687,101,2025-09-27,solved,medium,2025-10-09
2688,35,2026-02-06,closed,low,2026-02-14
2689,97,2026-01-28,open,medium,
2690,78,2025-10-15,solved,urgent,2025-10-18
2691,51,2025-09-22,closed,urgent,2025-09-23
2692,70,2025-10-10,closed,urgent,2025-10-10
2693,58,2026-02-10,solved,low,2026-02-24
2694,3,2026-01-17,solved,high,2026-01-20
2695,6,2026-01-03,closed,high,2026-01-06
2696,82,2025-12-21,solved,medium,2025-12-23
2697,9,2026-03-06,solved,medium,2026-03-11
2698,113,2026-01-26,solved,medium,2026-02-04
2699,85,2026-01-29,closed,medium,2026-02-02
2700,116,2026-02-11,closed,medium,2026-02-18
2701,62,2025-10-12,solved,medium,2025-10-16
2702,5,2026-02-20,pending,medium,
2703,21,2026-03-05,open,low,
2704,94,2026-01-09,closed,low,2026-01-18
2705,44,2026-02-03,solved,low,2026-02-13
2706,54,2026-01-07,closed,medium,2026-01-12
2707,23,2025-10-29,open,low,
2708,84,2026-01-26,pending,medium,
2709,108,2026-03-03,solved,low,2026-03-10
2710,7,2026-01-05,open,medium,
2711,96,2026-02-11,solved,low,2026-02-22
2712,50,2026-03-03,closed,urgent,2026-03-05
2713,99,2025-12-23,closed,low,2026-01-02
2714,51,2025-11-12,open,low,
2715,37,2025-12-25,solved,high,2025-12-29
2716,72,2025-10-08,solved,medium,2025-10-18
2717,98,2025-11-12,solved,medium,2025-11-20
2718,98,2025-12-14,pending,high,
2719,1,2025-10-21,solved,low,2025-10-30
2720,40,2026-01-10,solved,medium,2026-01-15
2721,104,2026-02-19,solved,medium,2026-02-21
2722,93,2025-10-20,solved,low,2025-11-01
2723,68,2026-02-10,closed,medium,2026-02-17
2724,90,2025-10-09,open,low,
2725,100,2026-02-14,pending,urgent,
2726,46,2025-11-17,solved,medium,2025-11-25
2727,42,2026-02-23,closed,urgent,2026-02-26
2728,102,2025-09-19,open,medium,
2729,46,2025-10-11,closed,high,2025-10-16
2730,58,2025-12-19,closed,medium,2025-12-26
2731,14,2026-02-28,solved,medium,2026-03-08
2732,117,2025-11-20,solved,high,2025-11-22
2733,1,2025-12-22,solved,medium,2025-12-25
2734,52,2026-02-01,open,medium,
2735,89,2025-09-17,solved,low,2025-09-26
2736,32,2026-02-27,closed,high,2026-03-04
2737,115,2026-03-05,solved,medium,2026-03-08
2738,77,2026-02-21,solved,high,2026-02-27
2739,71,2025-11-16,closed,low,2025-11-27
2740,60,2025-10-05,solved,low,2025-10-18
2741,116,2026-02-26,solved,low,2026-03-08
2742,40,2025-09-28,solved,low,2025-10-08
2743,7,2025-11-19,closed,medium,2025-11-26
2744,84,2026-03-12,open,urgent,
2745,2,2025-10-08,open,low,
2746,79,2026-01-31,closed,low,2026-02-09
2747,2,2025-12-14,pending,medium,
2748,39,2025-12-28,closed,high,2026-01-02
2749,120,2025-11-18,closed,high,2025-11-22
2750,47,2025-10-31,open,high,
2751,118,2025-09-13,open,medium,
2752,98,2025-12-28,closed,medium,2026-01-02
2753,65,2026-03-03,solved,medium,2026-03-09
2754,69,2025-12-06,solved,medium,2025-12-07
2755,94,2026-03-03,solved,urgent,2026-03-07
2756,23,2026-01-29,solved,medium,2026-02-06
2757,51,2025-10-14,solved,medium,2025-10-20
2758,37,2025-10-04,closed,urgent,2025-10-06
2759,21,2025-10-01,pending,medium,
2760,114,2026-02-19,solved,low,2026-02-27
2761,48,2025-11-13,solved,high,2025-11-13
2762,64,2026-02-13,open,low,
2763,99,2025-12-14,solved,urgent,2025-12-18
2764,23,2025-10-09,closed,medium,2025-10-17
2765,47,2025-10-01,solved,low,2025-10-11
2766,41,2025-11-15,solved,low,2025-11-25
2767,9,2026-01-23,pending,medium,
2768,115,2026-02-21,closed,high,2026-02-24
2769,108,2026-01-17,solved,urgent,2026-01-18
2770,14,2026-03-08,open,low,
2771,64,2025-11-06,pending,high,
2772,64,2026-02-12,closed,high,2026-02-17
2773,94,2025-12-21,pending,medium,
2774,53,2025-11-06,closed,medium,2025-11-16
2775,100,2026-01-20,solved,medium,2026-01-25
2776,79,2025-11-29,closed,medium,2025-12-07
2777,13,2026-01-01,closed,low,2026-01-09
2778,75,2026-02-06,closed,low,2026-02-17
2779,10,2026-02-28,pending,urgent,
2780,15,2025-10-02,solved,medium,2025-10-09
2781,68,2025-12-12,solved,medium,2025-12-21
2782,35,2026-01-25,solved,medium,2026-01-30
2783,78,2025-11-27,closed,high,2025-11-29
2784,80,2025-09-30,pending,medium,
2785,109,2025-12-24,open,low,
2786,100,2026-02-24,solved,low,2026-03-10
2787,87,2026-02-22,closed,low,2026-03-06
2788,109,2025-10-12,open,medium,
2789,35,2025-11-20,pending,low,
2790,5,2025-11-15,solved,low,2025-11-24
2791,69,2025-12-22,closed,low,2026-01-06
2792,21,2025-09-15,solved,low,2025-09-26
2793,105,2025-10-19,pending,medium,
2794,46,2025-10-19,closed,urgent,2025-10-22
2795,80,2025-11-13,open,urgent,
2796,1,2026-01-10,closed,medium,2026-01-17
2797,15,2026-02-05,solved,low,2026-02-19
2798,78,2026-02-18,open,low,
2799,65,2025-09-25,solved,medium,2025-10-02
2800,10,2025-10-31,closed,medium,2025-11-06
2801,51,2026-03-11,open,medium,
2802,68,2025-12-08,pending,low,
2803,45,2026-03-06,solved,medium,2026-03-09
2804,50,2026-02-12,closed,urgent,2026-02-14
2805,50,2026-03-07,pending,low,
2806,28,2025-12-06,solved,medium,2025-12-16
2807,69,2026-03-10,open,low,
2808,87,2026-03-12,pending,urgent,
2809,89,2026-03-08,open,medium,
2810,57,2026-03-09,open,high,
2811,62,2025-11-13,closed,medium,2025-11-15
2812,118,2026-01-11,closed,medium,2026-01-16
2813,61,2025-11-20,solved,medium,2025-11-27
2814,13,2025-09-20,closed,low,2025-09-30
2815,92,2025-12-26,closed,high,2025-12-28
2816,51,2025-12-16,solved,low,2025-12-26
2817,54,2026-02-12,open,low,
2818,25,2025-10-17,open,low,
2819,20,2025-11-13,solved,urgent,2025-11-18
2820,88,2025-09-18,closed,medium,2025-09-25
2821,10,2026-03-12,open,medium,
2822,39,2026-02-11,open,high,
2823,108,2026-01-13,solved,medium,2026-01-22
2824,19,2026-03-09,open,high,
2825,58,2025-12-17,open,medium,
2826,77,2026-03-05,solved,medium,2026-03-09
2827,58,2025-11-15,solved,high,2025-11-21
2828,55,2026-02-20,closed,low,2026-02-27
2829,74,2025-11-11,closed,low,2025-11-19
2830,105,2025-12-14,open,medium,
2831,82,2026-02-07,solved,medium,2026-02-14
2832,120,2025-12-07,closed,high,2025-12-10
2833,77,2026-02-22,closed,high,2026-02-27
2834,1,2025-10-12,open,low,
2835,107,2025-11-09,solved,medium,2025-11-18
2836,21,2025-11-26,closed,medium,2025-12-01
2837,105,2025-11-30,pending,high,
2838,104,2025-11-24,open,high,
2839,39,2025-11-02,pending,high,
2840,11,2026-02-06,solved,low,2026-02-15
2841,119,2026-01-13,solved,low,2026-01-19
2842,38,2026-01-15,solved,medium,2026-01-25
2843,26,2025-12-28,open,high,
2844,27,2026-02-23,solved,urgent,2026-02-28
2845,13,2025-11-30,solved,low,2025-12-07
2846,103,2026-02-21,closed,low,2026-03-02
2847,101,2025-12-18,closed,medium,2025-12-28
2848,59,2025-11-29,solved,medium,2025-12-08
2849,86,2026-01-22,solved,medium,2026-01-29
2850,77,2025-10-26,solved,medium,2025-10-27
2851,59,2025-12-12,open,high,
2852,44,2026-02-06,open,medium,
2853,15,2025-10-17,solved,medium,2025-10-24
2854,32,2025-10-25,solved,high,2025-10-28
2855,62,2025-10-29,closed,low,2025-11-07
2856,19,2026-02-18,open,low,
2857,45,2025-10-23,closed,low,2025-11-01
2858,88,2025-10-20,closed,medium,2025-10-25
2859,13,2026-03-01,solved,high,2026-03-10
2860,58,2025-12-15,open,low,
2861,41,2025-11-09,closed,high,2025-11-14
2862,88,2026-02-15,open,medium,
2863,109,2026-01-26,solved,low,2026-02-06
2864,15,2025-11-15,solved,high,2025-11-20
2865,44,2025-10-18,solved,medium,2025-10-24
2866,102,2025-12-28,closed,low,2026-01-05
2867,79,2026-01-29,open,medium,
2868,113,2025-09-14,solved,high,2025-09-17
2869,29,2026-02-08,closed,low,2026-02-17
2870,56,2026-02-12,closed,medium,2026-02-17
2871,51,2026-03-08,open,low,
2872,81,2026-01-27,closed,low,2026-02-08
2873,15,2026-03-11,pending,high,
2874,35,2026-03-04,solved,medium,2026-03-11
2875,57,2025-11-25,solved,medium,2025-11-30
2876,104,2025-10-06,solved,medium,2025-10-14
2877,11,2025-09-24,pending,high,
2878,16,2026-01-06,solved,high,2026-01-08
2879,74,2026-01-12,open,low,
2880,10,2026-01-14,solved,medium,2026-01-23
2881,37,2026-03-04,solved,low,2026-03-12
2882,101,2026-02-09,solved,medium,2026-02-16
2883,43,2025-10-16,open,medium,
2884,27,2026-02-02,closed,medium,2026-02-05
2885,17,2025-11-04,pending,medium,
2886,2,2025-11-12,solved,low,2025-11-21
2887,70,2025-12-03,pending,low,
2888,94,2025-11-05,closed,low,2025-11-18
2889,19,2026-03-04,closed,medium,2026-03-06
2890,109,2026-01-02,solved,medium,2026-01-04
2891,38,2026-01-10,solved,high,2026-01-14
2892,83,2025-11-19,pending,medium,
2893,116,2026-03-08,pending,medium,
2894,57,2025-11-18,solved,high,2025-11-21
2895,111,2026-01-10,closed,low,2026-01-18
2896,21,2025-09-27,solved,medium,2025-10-03
2897,85,2025-10-28,solved,high,2025-11-04
2898,31,2026-02-14,open,urgent,
2899,108,2025-09-17,solved,medium,2025-09-22
2900,58,2025-09-16,solved,high,2025-09-18
2901,102,2026-03-07,open,medium,
2902,50,2026-02-14,solved,medium,2026-02-18
2903,75,2025-12-23,closed,medium,2025-12-30
2904,66,2026-02-19,open,medium,
2905,66,2026-02-23,closed,low,2026-03-01
2906,29,2025-10-24,pending,low,
2907,114,2025-12-11,solved,low,2025-12-22
2908,17,2025-11-05,solved,low,2025-11-12
2909,84,2025-10-01,solved,low,2025-10-10
2910,50,2025-11-27,pending,high,
2911,16,2026-02-25,open,medium,
2912,6,2026-01-02,solved,low,2026-01-10
2913,88,2026-02-04,closed,low,2026-02-14
2914,115,2026-02-28,closed,low,2026-03-11
2915,107,2026-01-31,closed,medium,2026-02-09
2916,68,2026-01-26,solved,low,2026-02-03
2917,40,2026-03-01,solved,medium,2026-03-05
2918,69,2026-01-14,pending,low,
2919,9,2025-11-12,closed,high,2025-11-19
2920,112,2026-02-06,solved,medium,2026-02-14
2921,61,2025-11-16,solved,medium,2025-11-22
2922,44,2025-10-15,solved,low,2025-10-20
2923,1,2026-01-15,closed,low,2026-01-23
2924,41,2026-02-01,open,medium,
2925,11,2026-01-12,solved,low,2026-01-21
2926,21,2025-10-26,open,low,
2927,101,2026-02-28,closed,low,2026-03-08
2928,45,2025-11-23,solved,medium,2025-12-02
2929,14,2025-11-23,solved,high,2025-11-23
2930,79,2026-01-22,pending,low,
2931,89,2026-01-28,closed,medium,2026-02-02
2932,119,2025-12-14,open,high,
2933,6,2025-11-15,open,low,
2934,24,2026-02-20,solved,high,2026-02-21
2935,46,2025-09-16,closed,high,2025-09-19
2936,40,2025-12-23,solved,medium,2025-12-26
2937,54,2026-03-10,pending,low,
2938,22,2025-10-30,solved,medium,2025-11-08
2939,11,2025-10-16,solved,medium,2025-10-21
2940,31,2026-01-30,solved,medium,2026-02-07
2941,90,2025-09-28,open,medium,
2942,10,2025-11-29,solved,low,2025-12-08
2943,39,2025-10-26,solved,medium,2025-10-29
2944,74,2025-10-29,solved,medium,2025-11-07
2945,9,2025-12-21,closed,medium,2025-12-28
2946,9,2025-11-15,solved,low,2025-11-27
2947,15,2025-09-18,closed,medium,2025-09-25
2948,74,2025-12-27,closed,high,2026-01-01
2949,107,2025-12-24,solved,low,2026-01-01
2950,110,2025-11-15,solved,medium,2025-11-21
2951,39,2026-01-06,pending,low,
2952,58,2025-10-30,solved,low,2025-11-09
2953,20,2026-02-23,solved,medium,2026-03-03
2954,81,2025-12-18,open,urgent,
2955,59,2025-12-22,solved,high,2025-12-24
2956,82,2025-12-19,open,high,
2957,104,2025-11-14,solved,medium,2025-11-20
2958,36,2026-01-23,open,low,
2959,81,2025-10-18,closed,medium,2025-10-26
2960,96,2025-09-15,solved,medium,2025-09-22
2961,51,2025-10-10,solved,low,2025-10-16
2962,7,2025-10-09,solved,low,2025-10-18
2963,92,2026-02-28,solved,low,2026-03-07
2964,8,2025-11-12,closed,high,2025-11-12
2965,72,2026-01-07,closed,medium,2026-01-15
2966,98,2026-03-06,solved,high,2026-03-09
2967,48,2025-10-21,solved,medium,2025-10-31
2968,61,2026-02-10,pending,low,
2969,79,2026-01-30,closed,medium,2026-02-06
2970,93,2025-11-02,solved,medium,2025-11-07
2971,9,2025-09-19,solved,high,2025-09-24
2972,45,2025-11-27,pending,low,
2973,10,2025-09-13,pending,medium,
2974,86,2026-02-02,solved,urgent,2026-02-06
2975,83,2026-01-21,solved,medium,2026-01-28
2976,63,2026-02-12,closed,medium,2026-02-18
2977,6,2025-11-15,open,medium,
2978,44,2025-11-10,solved,high,2025-11-14
2979,29,2025-09-21,open,low,
2980,61,2026-01-18,solved,low,2026-01-28
2981,102,2026-01-26,solved,high,2026-01-31
2982,108,2025-12-01,pending,low,
2983,118,2026-03-02,open,low,
2984,25,2025-11-21,closed,urgent,2025-11-23
2985,106,2025-09-28,closed,low,2025-10-10
2986,3,2026-02-23,solved,medium,2026-03-01
2987,90,2025-09-14,solved,low,2025-09-23
2988,34,2026-03-03,open,medium,
2989,35,2026-01-25,closed,low,2026-02-02
2990,91,2025-11-18,open,high,
2991,65,2026-02-18,closed,high,2026-02-20
2992,120,2026-03-01,solved,medium,2026-03-06
2993,33,2025-12-26,solved,low,2026-01-05
2994,65,2026-01-08,solved,low,2026-01-18
2995,41,2025-12-19,solved,high,2025-12-26
2996,18,2025-11-30,solved,high,2025-12-04
2997,17,2026-02-13,solved,medium,2026-02-19
2998,30,2026-01-14,open,medium,
2999,107,2026-01-14,closed,low,2026-01-21
3000,30,2025-12-02,solved,urgent,2025-12-07
3001,36,2025-10-14,open,low,
3002,94,2025-11-25,closed,high,2025-12-01
3003,2,2025-11-17,open,low,
3004,80,2025-09-19,open,medium,
3005,108,2025-11-02,open,low,
3006,36,2026-01-30,closed,medium,2026-02-08
3007,41,2025-09-20,closed,medium,2025-09-25
3008,40,2025-11-06,solved,medium,2025-11-14
3009,83,2026-01-24,closed,high,2026-01-27
3010,29,2026-01-03,solved,medium,2026-01-08
3011,27,2025-10-02,closed,medium,2025-10-10
3012,2,2025-10-13,solved,low,2025-10-25
3013,26,2025-12-29,pending,high,
3014,66,2026-03-02,open,high,
3015,60,2026-02-14,open,low,
3016,53,2025-09-16,solved,medium,2025-09-22
3017,35,2025-12-03,closed,low,2025-12-13
3018,40,2025-10-26,open,low,
3019,102,2025-11-08,solved,medium,2025-11-16
3020,94,2026-02-20,solved,low,2026-03-02
3021,113,2026-01-17,solved,low,2026-01-28
3022,84,2026-01-25,solved,medium,2026-01-28
3023,97,2025-11-05,solved,low,2025-11-17
3024,83,2026-01-25,solved,high,2026-01-26
3025,51,2025-11-11,closed,low,2025-11-23
3026,112,2026-02-22,pending,medium,
3027,21,2026-02-28,closed,medium,2026-03-06
3028,94,2025-09-14,solved,medium,2025-09-22
3029,7,2025-11-16,solved,low,2025-11-25
3030,110,2026-01-03,open,medium,
3031,64,2025-12-10,solved,medium,2025-12-20
3032,104,2026-01-26,closed,urgent,2026-01-27
3033,22,2025-09-13,solved,high,2025-09-17
3034,96,2025-10-12,solved,medium,2025-10-21
3035,20,2025-11-01,solved,high,2025-11-07
3036,81,2026-01-27,solved,medium,2026-02-03
3037,44,2025-10-28,solved,high,2025-10-31
3038,69,2026-01-08,solved,high,2026-01-12
3039,13,2026-01-11,solved,urgent,2026-01-14
3040,14,2026-03-06,pending,low,
3041,27,2025-11-21,closed,medium,2025-11-26
3042,82,2025-12-10,solved,high,2025-12-17
3043,66,2026-03-07,open,low,
3044,85,2025-10-13,closed,high,2025-10-18
3045,37,2026-01-22,open,medium,
3046,120,2025-11-08,closed,low,2025-11-14
3047,8,2026-02-23,solved,low,2026-03-07
3048,95,2026-01-24,closed,medium,2026-01-31
3049,77,2026-02-24,open,low,
3050,88,2025-10-24,open,medium,
3051,87,2026-02-25,open,urgent,
3052,41,2025-10-13,closed,low,2025-10-21
3053,87,2026-02-21,closed,medium,2026-02-27
3054,86,2026-01-20,open,high,
3055,60,2026-01-10,solved,high,2026-01-21
3056,23,2025-09-24,closed,high,2025-09-24
3057,19,2026-02-13,solved,high,2026-02-16
3058,24,2025-10-23,closed,medium,2025-10-29
3059,85,2025-10-15,solved,medium,2025-10-19
3060,69,2026-01-12,open,urgent,
3061,89,2026-01-01,open,medium,
3062,38,2026-03-08,pending,medium,
3063,1,2025-11-12,open,low,
3064,17,2026-02-18,solved,low,2026-02-26
3065,6,2025-10-04,solved,medium,2025-10-14
3066,62,2025-10-07,open,low,
3067,50,2026-02-16,open,high,
3068,51,2026-02-27,solved,medium,2026-03-07
3069,100,2025-10-08,open,low,
3070,27,2025-11-20,solved,high,2025-11-24
3071,66,2026-02-27,closed,low,2026-03-09
3072,26,2025-09-14,solved,urgent,2025-09-18
3073,68,2026-02-10,open,low,
3074,50,2026-02-10,closed,medium,2026-02-16
3075,3,2026-02-07,pending,low,
3076,47,2025-10-15,solved,medium,2025-10-20
3077,114,2025-12-03,open,high,
3078,70,2026-01-22,open,low,
3079,67,2025-11-27,solved,high,2025-11-29
3080,5,2026-02-09,open,high,
3081,99,2026-01-02,closed,medium,2026-01-10
3082,12,2026-03-07,open,low,
3083,100,2025-10-04,solved,low,2025-10-13
3084,8,2026-03-08,open,low,
3085,72,2026-02-23,closed,high,2026-02-26
3086,4,2025-12-21,pending,medium,
3087,3,2026-02-20,solved,high,2026-02-25
3088,109,2025-12-10,pending,medium,
3089,19,2025-09-20,open,high,
3090,47,2025-09-29,solved,low,2025-10-10
3091,74,2026-02-24,open,medium,
3092,3,2025-12-28,solved,medium,2026-01-05
3093,53,2025-11-07,solved,low,2025-11-17
3094,34,2025-11-25,closed,medium,2025-12-03
3095,114,2026-01-10,closed,medium,2026-01-16
3096,95,2025-10-06,solved,low,2025-10-13
3097,31,2026-01-06,solved,medium,2026-01-16
3098,44,2025-11-19,open,medium,
3099,61,2026-02-08,solved,low,2026-02-19
3100,56,2025-12-20,closed,low,2025-12-30
3101,46,2025-11-02,solved,high,2025-11-07
3102,76,2026-02-28,solved,medium,2026-03-06
3103,98,2025-10-06,closed,medium,2025-10-15
3104,87,2026-03-07,open,high,
3105,80,2026-01-18,solved,medium,2026-01-23
3106,115,2025-09-24,closed,low,2025-10-05
3107,68,2026-02-28,closed,medium,2026-03-07
3108,115,2026-02-25,closed,medium,2026-03-02
3109,64,2026-02-05,closed,high,2026-02-09
3110,95,2025-12-19,pending,medium,
3111,101,2026-01-22,solved,high,2026-01-27
3112,107,2025-11-13,solved,low,2025-11-23
3113,98,2026-02-28,solved,urgent,2026-02-28
3114,17,2025-11-29,closed,medium,2025-12-03
3115,108,2025-10-29,solved,low,2025-11-11
3116,109,2025-11-24,solved,low,2025-12-02
3117,113,2025-12-30,pending,low,
3118,103,2026-02-20,pending,low,
3119,14,2026-03-01,pending,low,
3120,96,2026-02-24,pending,medium,
3121,37,2025-10-01,closed,high,2025-10-08
3122,95,2026-01-16,closed,high,2026-01-18
3123,5,2025-09-21,solved,low,2025-09-30
3124,8,2025-10-01,closed,low,2025-10-12
3125,12,2025-12-13,closed,low,2025-12-24
3126,43,2025-11-09,solved,medium,2025-11-14
3127,92,2025-10-05,solved,high,2025-10-09
3128,65,2025-10-31,solved,low,2025-11-10
3129,49,2025-09-13,pending,low,
3130,109,2025-11-13,pending,low,
3131,37,2025-10-08,closed,high,2025-10-13
3132,11,2026-02-06,closed,low,2026-02-14
3133,4,2025-11-13,pending,urgent,
3134,112,2025-11-13,pending,medium,
3135,73,2025-10-18,solved,medium,2025-10-24
3136,82,2025-11-17,open,low,
3137,73,2026-01-27,open,high,
